USA,New_York_City,2015-03-07,1046,,
USA,New_York_City,2015-03-14,1090,,
USA,New_York_City,2015-03-21,1041,,
USA,New_York_City,2015-03-28,1069,,
USA,New_York_City,2015-04-04,1089,,
USA,New_York_City,2015-04-11,1023,,
USA,New_York_City,2015-04-18,960,,
USA,New_York_City,2015-04-25,1038,,
USA,New_York_City,2015-05-02,964,,
USA,New_York_City,2015-05-09,981,,
USA,New_York_City,2015-05-16,915,,
USA,New_York_City,2015-05-23,1014,,
USA,New_York_City,2015-05-30,1000,,
USA,New_York_City,2015-06-06,990,,
USA,New_York_City,2015-06-13,891,,
USA,New_York_City,2015-06-20,940,,
USA,New_York_City,2015-06-27,936,,
USA,New_York_City,2015-07-04,962,,
USA,New_York_City,2015-07-11,944,,
USA,New_York_City,2015-07-18,952,,
USA,New_York_City,2015-07-25,959,,
USA,New_York_City,2015-08-01,976,,
USA,New_York_City,2015-08-08,935,,
USA,New_York_City,2015-08-15,1025,,
USA,New_York_City,2015-08-22,935,,
USA,New_York_City,2015-08-29,943,,
USA,New_York_City,2015-09-05,950,,
USA,New_York_City,2015-09-12,951,,
USA,New_York_City,2015-09-19,924,,
USA,New_York_City,2015-09-26,919,,
USA,New_York_City,2015-10-03,1060,,
USA,New_York_City,2015-10-10,1003,,
USA,New_York_City,2015-10-17,1081,,
USA,New_York_City,2015-10-24,986,,
USA,New_York_City,2015-10-31,1035,,
USA,New_York_City,2015-11-07,907,,
USA,New_York_City,2015-11-14,984,,
USA,New_York_City,2015-11-21,978,,
USA,New_York_City,2015-11-28,1027,,
USA,New_York_City,2015-12-05,1000,,
USA,New_York_City,2015-12-12,1000,,
USA,New_York_City,2015-12-19,976,,
USA,New_York_City,2016-01-16,1102,,
USA,New_York_City,2016-01-23,1104,,
USA,New_York_City,2016-01-30,1112,,
USA,New_York_City,2016-02-06,1047,,
USA,New_York_City,2016-02-13,1116,,
USA,New_York_City,2016-02-20,1058,,
USA,New_York_City,2016-02-27,1147,,
USA,New_York_City,2016-03-05,1143,,
USA,New_York_City,2016-03-12,1132,,
USA,New_York_City,2016-03-19,1115,,
USA,New_York_City,2016-03-26,1080,,
USA,New_York_City,2016-04-02,1040,,
USA,New_York_City,2016-04-09,1030,,
USA,New_York_City,2016-04-16,1071,,
USA,New_York_City,2016-04-23,1068,,
USA,New_York_City,2016-04-30,978,,
USA,New_York_City,2016-05-07,955,,
USA,New_York_City,2016-05-14,999,,
USA,New_York_City,2016-05-21,964,,
USA,New_York_City,2016-05-28,981,,
USA,New_York_City,2016-06-04,925,,
USA,New_York_City,2016-06-11,906,,
USA,New_York_City,2016-06-18,958,,
USA,New_York_City,2016-06-25,970,,
USA,New_York_City,2016-07-02,946,,
USA,New_York_City,2016-07-09,967,,
USA,New_York_City,2016-07-16,962,,
USA,New_York_City,2016-07-23,972,,
USA,New_York_City,2016-07-30,994,,
USA,New_York_City,2016-08-06,1007,,
USA,New_York_City,2016-08-13,953,,
USA,New_York_City,2016-08-20,1015,,
USA,New_York_City,2016-08-27,944,,
USA,New_York_City,2016-09-03,937,,
USA,New_York_City,2016-09-10,976,,
USA,New_York_City,2016-09-17,954,,
USA,New_York_City,2016-09-24,911,,
USA,New_York_City,2016-10-01,956,,
USA,New_York_City,2016-10-08,1033,,
USA,New_York_City,2016-10-15,1019,,
USA,New_York_City,2016-10-22,1053,,
USA,New_York_City,2016-10-29,966,,
USA,New_York_City,2016-11-05,1036,,
USA,New_York_City,2016-11-12,1061,,
USA,New_York_City,2016-11-19,1092,,
USA,New_York_City,2016-11-26,999,,
USA,New_York_City,2016-12-03,1110,,
USA,New_York_City,2016-12-10,1027,,
USA,New_York_City,2016-12-17,1086,,
USA,New_York_City,2016-12-24,1152,,
USA,New_York_City,2017-01-14,1178,,
USA,New_York_City,2017-01-21,1133,,
USA,New_York_City,2017-01-28,1185,,
USA,New_York_City,2017-02-04,1145,,
USA,New_York_City,2017-02-11,1146,,
USA,New_York_City,2017-02-18,1094,,
USA,New_York_City,2017-02-25,1061,,
USA,New_York_City,2017-03-04,1021,,
USA,New_York_City,2017-03-11,1051,,
USA,New_York_City,2017-03-18,1104,,
USA,New_York_City,2017-03-25,1059,,
USA,New_York_City,2017-04-01,974,,
USA,New_York_City,2017-04-08,990,,
USA,New_York_City,2017-04-15,1043,,
USA,New_York_City,2017-04-22,1012,,
USA,New_York_City,2017-04-29,1031,,
USA,New_York_City,2017-05-06,1015,,
USA,New_York_City,2017-05-13,1002,,
USA,New_York_City,2017-05-20,1071,,
USA,New_York_City,2017-05-27,995,,
USA,New_York_City,2017-06-03,971,,
USA,New_York_City,2017-06-10,938,,
USA,New_York_City,2017-06-17,985,,
USA,New_York_City,2017-06-24,988,,
USA,New_York_City,2017-07-01,950,,
USA,New_York_City,2017-07-08,982,,
USA,New_York_City,2017-07-15,941,,
USA,New_York_City,2017-07-22,955,,
USA,New_York_City,2017-07-29,921,,
USA,New_York_City,2017-08-05,962,,
USA,New_York_City,2017-08-12,964,,
USA,New_York_City,2017-08-19,1006,,
USA,New_York_City,2017-08-26,977,,
USA,New_York_City,2017-09-02,969,,
USA,New_York_City,2017-09-09,969,,
USA,New_York_City,2017-09-16,1002,,
USA,New_York_City,2017-09-23,948,,
USA,New_York_City,2017-09-30,1041,,
USA,New_York_City,2017-10-07,1005,,
USA,New_York_City,2017-10-14,971,,
USA,New_York_City,2017-10-21,1002,,
USA,New_York_City,2017-10-28,1071,,
USA,New_York_City,2017-11-04,1016,,
USA,New_York_City,2017-11-11,1049,,
USA,New_York_City,2017-11-18,1049,,
USA,New_York_City,2017-11-25,1030,,
USA,New_York_City,2017-12-02,1077,,
USA,New_York_City,2017-12-09,1014,,
USA,New_York_City,2017-12-16,1107,,
USA,New_York_City,2017-12-23,1126,,
USA,New_York_City,2018-01-13,1334,,
USA,New_York_City,2018-01-20,1163,,
USA,New_York_City,2018-01-27,1270,,
USA,New_York_City,2018-02-03,1168,,
USA,New_York_City,2018-02-10,1227,,
USA,New_York_City,2018-02-17,1187,,
USA,New_York_City,2018-02-24,1082,,
USA,New_York_City,2018-03-03,1086,,
USA,New_York_City,2018-03-10,1094,,
USA,New_York_City,2018-03-17,1068,,
USA,New_York_City,2018-03-24,1025,,
USA,New_York_City,2018-03-31,1016,,
USA,New_York_City,2018-04-07,1056,,
USA,New_York_City,2018-04-14,1076,,
USA,New_York_City,2018-04-21,1054,,
USA,New_York_City,2018-04-28,957,,
USA,New_York_City,2018-05-05,984,,
USA,New_York_City,2018-05-12,909,,
USA,New_York_City,2018-05-19,951,,
USA,New_York_City,2018-05-26,1012,,
USA,New_York_City,2018-06-02,976,,
USA,New_York_City,2018-06-09,934,,
USA,New_York_City,2018-06-16,964,,
USA,New_York_City,2018-06-23,1039,,
USA,New_York_City,2018-06-30,975,,
USA,New_York_City,2018-07-07,1036,,
USA,New_York_City,2018-07-14,1006,,
USA,New_York_City,2018-07-21,928,,
USA,New_York_City,2018-07-28,903,,
USA,New_York_City,2018-08-04,920,,
USA,New_York_City,2018-08-11,963,,
USA,New_York_City,2018-08-18,983,,
USA,New_York_City,2018-08-25,956,,
USA,New_York_City,2018-09-01,944,,
USA,New_York_City,2018-09-08,983,,
USA,New_York_City,2018-09-15,925,,
USA,New_York_City,2018-09-22,991,,
USA,New_York_City,2018-09-29,960,,
USA,New_York_City,2018-10-06,1047,,
USA,New_York_City,2018-10-13,1050,,
USA,New_York_City,2018-10-20,1047,,
USA,New_York_City,2018-10-27,1091,,
USA,New_York_City,2018-11-03,1098,,
USA,New_York_City,2018-11-10,1038,,
USA,New_York_City,2018-11-17,1048,,
USA,New_York_City,2018-11-24,1062,,
USA,New_York_City,2018-12-01,1084,,
USA,New_York_City,2018-12-08,1084,,
USA,New_York_City,2018-12-15,1037,,
USA,New_York_City,2018-12-22,1102,,
USA,New_York_City,2019-01-12,1071,,
USA,New_York_City,2019-01-19,1140,,
USA,New_York_City,2019-01-26,1119,,
USA,New_York_City,2019-02-02,1098,,
USA,New_York_City,2019-02-09,1226,,
USA,New_York_City,2019-02-16,1088,,
USA,New_York_City,2019-02-23,1066,,
USA,New_York_City,2019-03-02,1072,,
USA,New_York_City,2019-03-09,1082,,
USA,New_York_City,2019-03-16,1064,,
USA,New_York_City,2019-03-23,1009,,
USA,New_York_City,2019-03-30,1093,,
USA,New_York_City,2019-04-06,1025,,
USA,New_York_City,2019-04-13,1079,,
USA,New_York_City,2019-04-20,967,,
USA,New_York_City,2019-04-27,946,,
USA,New_York_City,2019-05-04,999,,
USA,New_York_City,2019-05-11,1044,,
USA,New_York_City,2019-05-18,1044,,
USA,New_York_City,2019-05-25,1044,,
USA,New_York_City,2019-06-01,893,,
USA,New_York_City,2019-06-08,1033,,
USA,New_York_City,2019-06-15,978,,
USA,New_York_City,2019-06-22,969,,
USA,New_York_City,2019-06-29,985,,
USA,New_York_City,2019-07-06,977,,
USA,New_York_City,2019-07-13,960,,
USA,New_York_City,2019-07-20,1016,,
USA,New_York_City,2019-07-27,991,,
USA,New_York_City,2019-08-03,1010,,
USA,New_York_City,2019-08-10,958,,
USA,New_York_City,2019-08-17,970,,
USA,New_York_City,2019-08-24,960,,
USA,New_York_City,2019-08-31,933,,
USA,New_York_City,2019-09-07,917,,
USA,New_York_City,2019-09-14,954,,
USA,New_York_City,2019-09-21,1003,,
USA,New_York_City,2019-09-28,981,,
USA,New_York_City,2019-10-05,1025,,
USA,New_York_City,2019-10-12,1068,,
USA,New_York_City,2019-10-19,1045,,
USA,New_York_City,2019-10-26,1045,,
USA,New_York_City,2019-11-02,983,,
USA,New_York_City,2019-11-09,1091,,
USA,New_York_City,2019-11-16,1085,,
USA,New_York_City,2019-11-23,1044,,
USA,New_York_City,2019-11-30,1023,,
USA,New_York_City,2019-12-07,1137,,
USA,New_York_City,2019-12-14,1122,,
USA,New_York_City,2019-12-21,1098,,
USA,New_York_City,2020-01-11,1086,1194,-108
USA,New_York_City,2020-01-18,1130,1145,-15
USA,New_York_City,2020-01-25,1164,1191,-27
USA,New_York_City,2020-02-01,1146,1137,9
USA,New_York_City,2020-02-08,1140,1200,-60
USA,New_York_City,2020-02-15,1120,1123,-3
USA,New_York_City,2020-02-22,1057,1070,-13
USA,New_York_City,2020-02-29,1096,1060,36
USA,New_York_City,2020-03-07,1086,1076,10
USA,New_York_City,2020-03-14,1125,1079,46
USA,New_York_City,2020-03-21,1390,1031,359
USA,New_York_City,2020-03-28,2758,1028,1730
USA,New_York_City,2020-04-04,6135,1024,5111
USA,New_York_City,2020-04-11,7844,1066,6778
USA,New_York_City,2020-04-18,5876,1011,4865
USA,New_York_City,2020-04-25,3927,978,2949
USA,New_York_City,2020-05-02,2568,999,1569
USA,New_York_City,2020-05-09,2184,985,1199
USA,New_York_City,2020-05-16,1799,1022,777
USA,New_York_City,2020-05-23,1753,1017,736
USA,Miami,,1837,,
USA,Miami,,1582,,
USA,Miami,,1802,,
USA,Miami,,1607,,
USA,Miami,,1589,,
USA,Miami,,1601,,
USA,Miami,,1742,,
USA,Miami,,1713,,
USA,Miami,,1700,,
USA,Miami,,1692,,
USA,Miami,,1614,,
USA,Miami,,1761,,
USA,Miami,,1901,,
USA,Miami,,1740,,
USA,Miami,,1874,,
USA,Miami,,1771,,
USA,Miami,,1656,,
USA,Miami,,1636,,
USA,Miami,,1705,,
USA,Miami,,1677,,
USA,Miami,,1676,,
USA,Miami,,1764,,
USA,Miami,,1806,,
USA,Miami,,1781,,
USA,Miami,,1984,,
USA,Miami,,1738,,
USA,Miami,,1817,,
USA,Miami,,1764,,
USA,Miami,,1761,,
USA,Miami,,1645,,
USA,Miami,,1738,,
USA,Miami,,1638,,
USA,Miami,,1767,,
USA,Miami,,1779,,
USA,Miami,,1786,,
USA,Miami,,1978,,
USA,Miami,,2015,,
USA,Miami,,1731,,
USA,Miami,,1840,,
USA,Miami,,1705,,
USA,Miami,,1673,,
USA,Miami,,1694,,
USA,Miami,,1756,,
USA,Miami,,1676,,
USA,Miami,,1547,,
USA,Miami,,1721,,
USA,Miami,,1698,,
USA,Miami,,1866,,
USA,Miami,,1818,,
USA,Miami,,1665,,
USA,Miami,,1794,,
USA,Miami,,1788,,
USA,Miami,,1785,,
USA,Miami,,1678,,
USA,Miami,,1776,,
USA,Miami,,1660,,
USA,Miami,,1559,,
USA,Miami,,1701,,
USA,Miami,,1794,,
USA,Miami,,1815,,
USA,Miami,,1948,1941,7
USA,Miami,,1813,1720,93
USA,Miami,,1986,1854,132
USA,Miami,,2224,1756,468
USA,Miami,,1585,1721,-136
USA,Chicago,2017-01-14,908,,
USA,Chicago,2017-01-21,888,,
USA,Chicago,2017-01-28,840,,
USA,Chicago,2017-02-04,867,,
USA,Chicago,2017-02-11,873,,
USA,Chicago,2017-02-18,883,,
USA,Chicago,2017-02-25,870,,
USA,Chicago,2017-03-04,816,,
USA,Chicago,2017-03-11,866,,
USA,Chicago,2017-03-18,829,,
USA,Chicago,2017-03-25,875,,
USA,Chicago,2017-04-01,867,,
USA,Chicago,2017-04-08,861,,
USA,Chicago,2017-04-15,828,,
USA,Chicago,2017-04-22,749,,
USA,Chicago,2018-01-13,1002,,
USA,Chicago,2018-01-20,963,,
USA,Chicago,2018-01-27,932,,
USA,Chicago,2018-02-03,857,,
USA,Chicago,2018-02-10,903,,
USA,Chicago,2018-02-17,839,,
USA,Chicago,2018-02-24,922,,
USA,Chicago,2018-03-03,835,,
USA,Chicago,2018-03-10,768,,
USA,Chicago,2018-03-17,787,,
USA,Chicago,2018-03-24,822,,
USA,Chicago,2018-03-31,812,,
USA,Chicago,2018-04-07,761,,
USA,Chicago,2018-04-14,821,,
USA,Chicago,2018-04-21,775,,
USA,Chicago,2019-01-12,809,,
USA,Chicago,2019-01-19,845,,
USA,Chicago,2019-01-26,804,,
USA,Chicago,2019-02-02,880,,
USA,Chicago,2019-02-09,878,,
USA,Chicago,2019-02-16,847,,
USA,Chicago,2019-02-23,817,,
USA,Chicago,2019-03-02,787,,
USA,Chicago,2019-03-09,843,,
USA,Chicago,2019-03-16,820,,
USA,Chicago,2019-03-23,813,,
USA,Chicago,2019-03-30,832,,
USA,Chicago,2019-04-06,795,,
USA,Chicago,2019-04-13,737,,
USA,Chicago,2019-04-20,807,,
USA,Chicago,2020-01-11,894,906,-12
USA,Chicago,2020-01-18,857,899,-42
USA,Chicago,2020-01-25,888,859,29
USA,Chicago,2020-02-01,810,868,-58
USA,Chicago,2020-02-08,912,885,27
USA,Chicago,2020-02-15,855,856,-1
USA,Chicago,2020-02-22,892,870,22
USA,Chicago,2020-02-29,857,813,44
USA,Chicago,2020-03-07,888,826,62
USA,Chicago,2020-03-14,841,812,29
USA,Chicago,2020-03-21,892,837,55
USA,Chicago,2020-03-28,1030,837,193
USA,Chicago,2020-04-04,1233,806,427
USA,Chicago,2020-04-11,1277,795,482
USA,Chicago,2020-04-18,1340,777,563
USA,Denver,,409,,
USA,Denver,,369,,
USA,Denver,,403,,
USA,Denver,,364,,
USA,Denver,,329,,
USA,Denver,,330,,
USA,Denver,,333,,
USA,Denver,,349,,
USA,Denver,,336,,
USA,Denver,,385,,
USA,Denver,,362,,
USA,Denver,,398,,
USA,Denver,,427,,
USA,Denver,,395,,
USA,Denver,,410,,
USA,Denver,,351,,
USA,Denver,,357,,
USA,Denver,,331,,
USA,Denver,,349,,
USA,Denver,,348,,
USA,Denver,,330,,
USA,Denver,,398,,
USA,Denver,,374,,
USA,Denver,,392,,
USA,Denver,,416,,
USA,Denver,,378,,
USA,Denver,,375,,
USA,Denver,,383,,
USA,Denver,,372,,
USA,Denver,,411,,
USA,Denver,,356,,
USA,Denver,,383,,
USA,Denver,,370,,
USA,Denver,,352,,
USA,Denver,,371,,
USA,Denver,,407,,
USA,Denver,,415,417,-2
USA,Denver,,385,381,4
USA,Denver,,456,396,60
USA,Denver,,639,366,273
USA,Denver,,132,353,-221
USA,Detroit,2017-01-14,840,,
USA,Detroit,2017-01-21,806,,
USA,Detroit,2017-01-28,803,,
USA,Detroit,2017-02-04,800,,
USA,Detroit,2017-02-11,815,,
USA,Detroit,2017-02-18,818,,
USA,Detroit,2017-02-25,809,,
USA,Detroit,2017-03-04,784,,
USA,Detroit,2017-03-11,792,,
USA,Detroit,2017-03-18,785,,
USA,Detroit,2017-03-25,745,,
USA,Detroit,2017-04-01,739,,
USA,Detroit,2017-04-08,759,,
USA,Detroit,2017-04-15,748,,
USA,Detroit,2017-04-22,674,,
USA,Detroit,2017-04-29,749,,
USA,Detroit,2017-05-06,683,,
USA,Detroit,2017-05-13,718,,
USA,Detroit,2017-05-20,729,,
USA,Detroit,2017-05-27,647,,
USA,Detroit,2017-06-03,751,,
USA,Detroit,2017-06-10,713,,
USA,Detroit,2017-06-17,702,,
USA,Detroit,2017-06-24,650,,
USA,Detroit,2017-07-01,716,,
USA,Detroit,2017-07-08,691,,
USA,Detroit,2017-07-15,712,,
USA,Detroit,2017-07-22,654,,
USA,Detroit,2017-07-29,626,,
USA,Detroit,2017-08-05,676,,
USA,Detroit,2017-08-12,654,,
USA,Detroit,2017-08-19,706,,
USA,Detroit,2017-08-26,643,,
USA,Detroit,2017-09-02,697,,
USA,Detroit,2017-09-09,677,,
USA,Detroit,2017-09-16,691,,
USA,Detroit,2017-09-23,653,,
USA,Detroit,2017-09-30,653,,
USA,Detroit,2017-10-07,685,,
USA,Detroit,2017-10-14,676,,
USA,Detroit,2017-10-21,693,,
USA,Detroit,2017-10-28,732,,
USA,Detroit,2017-11-04,751,,
USA,Detroit,2017-11-11,694,,
USA,Detroit,2017-11-18,706,,
USA,Detroit,2017-11-25,681,,
USA,Detroit,2017-12-02,786,,
USA,Detroit,2017-12-09,742,,
USA,Detroit,2017-12-16,792,,
USA,Detroit,2017-12-23,824,,
