country,placename,end_date,deaths,expected_deaths,excess_deaths
France,,2017-09-17,10367,,
France,,2017-09-24,11077,,
France,,2017-10-01,11231,,
France,,2017-10-08,10968,,
France,,2017-10-15,11094,,
France,,2017-10-22,10828,,
France,,2017-10-29,10944,,
France,,2017-11-05,10999,,
France,,2017-11-12,11307,,
France,,2017-11-19,11404,,
France,,2017-11-26,11621,,
France,,2017-12-03,11767,,
France,,2017-12-10,12024,,
France,,2017-12-17,12612,,
France,,2017-12-24,12694,,
France,,2018-01-14,13585,,
France,,2018-01-21,13146,,
France,,2018-01-28,12459,,
France,,2018-02-04,12129,,
France,,2018-02-11,12690,,
France,,2018-02-18,12643,,
France,,2018-02-25,13137,,
France,,2018-03-04,14368,,
France,,2018-03-11,14598,,
France,,2018-03-18,13390,,
France,,2018-03-25,12936,,
France,,2018-04-01,12720,,
France,,2018-04-08,12200,,
France,,2018-04-15,11708,,
France,,2018-04-22,11604,,
France,,2018-04-29,10785,,
France,,2018-05-06,10689,,
France,,2018-05-13,10329,,
France,,2018-05-20,10398,,
France,,2018-05-27,10778,,
France,,2018-06-03,10504,,
France,,2018-06-10,10130,,
France,,2018-06-17,9971,,
France,,2018-06-24,10199,,
France,,2018-07-01,10884,,
France,,2018-07-08,10771,,
France,,2018-07-15,10251,,
France,,2018-07-22,10502,,
France,,2018-07-29,10921,,
France,,2018-08-05,10764,,
France,,2018-08-12,10723,,
France,,2018-08-19,9925,,
France,,2018-08-26,10383,,
France,,2018-09-02,10129,,
France,,2018-09-09,10495,,
France,,2018-09-16,10530,,
France,,2018-09-23,10516,,
France,,2018-09-30,10447,,
France,,2018-10-07,11058,,
France,,2018-10-14,11133,,
France,,2018-10-21,10768,,
France,,2018-10-28,10997,,
France,,2018-11-04,11191,,
France,,2018-11-11,11480,,
France,,2018-11-18,11241,,
France,,2018-11-25,11456,,
France,,2018-12-02,11582,,
France,,2018-12-09,11315,,
France,,2018-12-16,11492,,
France,,2018-12-23,12008,,
France,,2019-01-13,13617,,
France,,2019-01-20,13510,,
France,,2019-01-27,13930,,
France,,2019-02-03,14206,,
France,,2019-02-10,14318,,
France,,2019-02-17,13856,,
France,,2019-02-24,13741,,
France,,2019-03-03,13370,,
France,,2019-03-10,12719,,
France,,2019-03-17,11982,,
France,,2019-03-24,11817,,
France,,2019-03-31,11585,,
France,,2019-04-07,11731,,
France,,2019-04-14,11258,,
France,,2019-04-21,11552,,
France,,2019-04-28,11501,,
France,,2019-05-05,11101,,
France,,2019-05-12,11270,,
France,,2019-05-19,11203,,
France,,2019-05-26,11060,,
France,,2020-01-12,13404,13623,-219
France,,2020-01-19,12809,13615,-806
France,,2020-01-26,12557,13597,-1040
France,,2020-02-02,12735,13559,-824
France,,2020-02-09,12624,13490,-866
France,,2020-02-16,12458,13381,-923
France,,2020-02-23,12009,13232,-1223
France,,2020-03-01,12195,13045,-850
France,,2020-03-08,12379,12829,-450
France,,2020-03-15,12769,12595,174
France,,2020-03-22,14167,12353,1814
France,,2020-03-29,16391,12114,4277
France,,2020-04-05,19024,11884,7140
France,,2020-04-12,17739,11668,6071
France,,2020-04-19,15589,11469,4120
France,,2020-04-26,12971,11287,1684
France,,2020-05-03,11416,11125,291
France,,2020-05-10,11162,10985,177
France,,2020-05-17,10800,10870,-70
France,,2020-05-24,11074,10783,291
France,,2020-05-31,10048,10724,-676
Germany,,2016-01-17,18439,,
Germany,,2016-01-24,18627,,
Germany,,2016-01-31,18707,,
Germany,,2016-02-07,18493,,
Germany,,2016-02-14,18541,,
Germany,,2016-02-21,18483,,
Germany,,2016-02-28,18475,,
Germany,,2016-03-06,18927,,
Germany,,2016-03-13,18888,,
Germany,,2016-03-20,18971,,
Germany,,2016-03-27,18826,,
Germany,,2016-04-03,18617,,
Germany,,2016-04-10,18245,,
Germany,,2016-04-17,17712,,
Germany,,2016-04-24,16775,,
Germany,,2016-05-01,17053,,
Germany,,2016-05-08,16901,,
Germany,,2016-05-15,17629,,
Germany,,2016-05-22,16601,,
Germany,,2016-05-29,16286,,
Germany,,2016-06-05,16346,,
Germany,,2016-06-12,15799,,
Germany,,2016-06-19,15717,,
Germany,,2016-06-26,16910,,
Germany,,2016-07-03,15699,,
Germany,,2016-07-10,16229,,
Germany,,2016-07-17,16172,,
Germany,,2016-07-24,16985,,
Germany,,2016-07-31,16157,,
Germany,,2016-08-07,15439,,
Germany,,2016-08-14,15487,,
Germany,,2016-08-21,16258,,
Germany,,2016-08-28,17147,,
Germany,,2016-09-04,16101,,
Germany,,2016-09-11,16116,,
Germany,,2016-09-18,16372,,
Germany,,2016-09-25,15606,,
Germany,,2016-10-02,16336,,
Germany,,2016-10-09,16352,,
Germany,,2016-10-16,17427,,
Germany,,2016-10-23,17599,,
Germany,,2016-10-30,17586,,
Germany,,2016-11-06,17580,,
Germany,,2016-11-13,17782,,
Germany,,2016-11-20,18591,,
Germany,,2016-11-27,17911,,
Germany,,2016-12-04,18147,,
Germany,,2016-12-11,18793,,
Germany,,2016-12-18,18885,,
Germany,,2016-12-25,19376,,
Germany,,2017-01-15,22070,,
Germany,,2017-01-22,21236,,
Germany,,2017-01-29,22083,,
Germany,,2017-02-05,23640,,
Germany,,2017-02-12,22745,,
Germany,,2017-02-19,22683,,
Germany,,2017-02-26,22267,,
Germany,,2017-03-05,20930,,
Germany,,2017-03-12,19102,,
Germany,,2017-03-19,18665,,
Germany,,2017-03-26,17640,,
Germany,,2017-04-02,17731,,
Germany,,2017-04-09,17028,,
Germany,,2017-04-16,16901,,
Germany,,2017-04-23,16637,,
Germany,,2017-04-30,17634,,
Germany,,2017-05-07,17129,,
Germany,,2017-05-14,17343,,
Germany,,2017-05-21,17079,,
Germany,,2017-05-28,16451,,
Germany,,2017-06-04,16902,,
Germany,,2017-06-11,15846,,
Germany,,2017-06-18,16087,,
Germany,,2017-06-25,16819,,
Germany,,2017-07-02,16076,,
Germany,,2017-07-09,16424,,
Germany,,2017-07-16,15603,,
Germany,,2017-07-23,16589,,
Germany,,2017-07-30,16058,,
Germany,,2017-08-06,16494,,
Germany,,2017-08-13,15784,,
Germany,,2017-08-20,16149,,
Germany,,2017-08-27,15880,,
Germany,,2017-09-03,16064,,
Germany,,2017-09-10,15707,,
Germany,,2017-09-17,16147,,
Germany,,2017-09-24,16505,,
Germany,,2017-10-01,16747,,
Germany,,2017-10-08,16664,,
Germany,,2017-10-15,17470,,
Germany,,2017-10-22,17139,,
Germany,,2017-10-29,17059,,
Germany,,2017-11-05,16762,,
Germany,,2017-11-12,17371,,
Germany,,2017-11-19,17595,,
Germany,,2017-11-26,17677,,
Germany,,2017-12-03,17877,,
Germany,,2017-12-10,18295,,
Germany,,2017-12-17,18504,,
Germany,,2017-12-24,18502,,
Germany,,2018-01-14,18770,,
Germany,,2018-01-21,19187,,
Germany,,2018-01-28,19171,,
Germany,,2018-02-04,19558,,
Germany,,2018-02-11,20086,,
Germany,,2018-02-18,21254,,
Germany,,2018-02-25,22888,,
Germany,,2018-03-04,25535,,
Germany,,2018-03-11,26777,,
Germany,,2018-03-18,24385,,
Germany,,2018-03-25,22777,,
Germany,,2018-04-01,20906,,
Germany,,2018-04-08,20038,,
Germany,,2018-04-15,19165,,
Germany,,2018-04-22,17992,,
Germany,,2018-04-29,17093,,
Germany,,2018-05-06,16789,,
Germany,,2018-05-13,17226,,
Germany,,2018-05-20,16488,,
Germany,,2018-05-27,16513,,
Germany,,2018-06-03,17039,,
Germany,,2018-06-10,16714,,
Germany,,2018-06-17,15582,,
Germany,,2018-06-24,15843,,
Germany,,2018-07-01,16569,,
Germany,,2018-07-08,16622,,
Germany,,2018-07-15,16070,,
Germany,,2018-07-22,16702,,
Germany,,2018-07-29,18340,,
Germany,,2018-08-05,20371,,
Germany,,2018-08-12,18478,,
Germany,,2018-08-19,16890,,
Germany,,2018-08-26,16612,,
Germany,,2018-09-02,16000,,
Germany,,2018-09-09,16390,,
Germany,,2018-09-16,16292,,
Germany,,2018-09-23,16651,,
Germany,,2018-09-30,15969,,
Germany,,2018-10-07,16622,,
Germany,,2018-10-14,16993,,
Germany,,2018-10-21,16552,,
Germany,,2018-10-28,16608,,
Germany,,2018-11-04,16895,,
Germany,,2018-11-11,17604,,
Germany,,2018-11-18,16842,,
Germany,,2018-11-25,17785,,
Germany,,2018-12-02,18091,,
Germany,,2018-12-09,18342,,
Germany,,2018-12-16,17943,,
Germany,,2018-12-23,18990,,
Germany,,2019-01-13,19063,,
Germany,,2019-01-20,19032,,
Germany,,2019-01-27,19443,,
Germany,,2019-02-03,19748,,
Germany,,2019-02-10,19941,,
Germany,,2019-02-17,20088,,
Germany,,2019-02-24,20292,,
Germany,,2019-03-03,20725,,
Germany,,2019-03-10,20380,,
Germany,,2019-03-17,19727,,
Germany,,2019-03-24,18958,,
Germany,,2019-03-31,18497,,
Germany,,2019-04-07,18596,,
Germany,,2019-04-14,17790,,
Germany,,2019-04-21,18001,,
Germany,,2019-04-28,17839,,
Germany,,2019-05-05,17015,,
Germany,,2019-05-12,17060,,
Germany,,2019-05-19,17226,,
Germany,,2019-05-26,17045,,
Germany,,2019-06-02,16849,,
Germany,,2019-06-09,17427,,
Germany,,2019-06-16,16391,,
Germany,,2019-06-23,16566,,
Germany,,2019-06-30,17848,,
Germany,,2019-07-07,16491,,
Germany,,2019-07-14,16236,,
Germany,,2019-07-21,16774,,
Germany,,2019-07-28,19593,,
Germany,,2019-08-04,16968,,
Germany,,2019-08-11,16493,,
Germany,,2019-08-18,15899,,
Germany,,2019-08-25,16202,,
Germany,,2019-09-01,17573,,
Germany,,2019-09-08,15944,,
Germany,,2019-09-15,16226,,
Germany,,2019-09-22,16446,,
Germany,,2019-09-29,17314,,
Germany,,2019-10-06,16809,,
Germany,,2019-10-13,17606,,
Germany,,2019-10-20,17628,,
Germany,,2019-10-27,17204,,
Germany,,2019-11-03,17305,,
Germany,,2019-11-10,17673,,
Germany,,2019-11-17,18062,,
Germany,,2019-11-24,18415,,
Germany,,2019-12-01,18532,,
Germany,,2019-12-08,19105,,
Germany,,2019-12-15,19004,,
Germany,,2019-12-22,18942,,
Germany,,2020-01-12,19403,19652,-249
Germany,,2020-01-19,19135,20080,-945
Germany,,2020-01-26,18915,20484,-1569
Germany,,2020-02-02,19734,20834,-1100
Germany,,2020-02-09,18957,21098,-2141
Germany,,2020-02-16,19558,21248,-1690
Germany,,2020-02-23,18877,21267,-2390
Germany,,2020-03-01,19391,21154,-1763
Germany,,2020-03-08,19552,20918,-1366
Germany,,2020-03-15,19745,20578,-833
Germany,,2020-03-22,19593,20162,-569
Germany,,2020-03-29,19580,19702,-122
Germany,,2020-04-05,20478,19226,1252
Germany,,2020-04-12,20296,18761,1535
Germany,,2020-04-19,19063,18329,734
Germany,,2020-04-26,18301,17945,356
Germany,,2020-05-03,17612,17620,-8
Germany,,2020-05-10,17229,17357,-128
Germany,,2020-05-17,16383,17160,-777
Indonesia,Jakarta,,3303,2977,326
Indonesia,Jakarta,,2744,2863,-119
Indonesia,Jakarta,,4422,3173,1249
Indonesia,Jakarta,,4550,2963,1587
Indonesia,Jakarta,,4355,2989,1366
Indonesia,Jakarta,,2783,,
Indonesia,Jakarta,,2934,,
Indonesia,Jakarta,,3153,,
Indonesia,Jakarta,,2790,,
Indonesia,Jakarta,,2806,,
Indonesia,Jakarta,,2773,,
Indonesia,Jakarta,,2632,,
Indonesia,Jakarta,,2673,,
Indonesia,Jakarta,,2649,,
Indonesia,Jakarta,,2815,,
Indonesia,Jakarta,,2770,,
Indonesia,Jakarta,,2871,,
Indonesia,Jakarta,,2652,,
Indonesia,Jakarta,,2611,,
Indonesia,Jakarta,,2940,,
Indonesia,Jakarta,,3145,,
Indonesia,Jakarta,,2890,,
Indonesia,Jakarta,,2676,,
Indonesia,Jakarta,,2757,,
Indonesia,Jakarta,,2885,,
Indonesia,Jakarta,,2730,,
Indonesia,Jakarta,,3066,,
Indonesia,Jakarta,,2727,,
Indonesia,Jakarta,,2797,,
Indonesia,Jakarta,,2703,,
Indonesia,Jakarta,,2538,,
Indonesia,Jakarta,,2811,,
Indonesia,Jakarta,,2625,,
Indonesia,Jakarta,,2922,,
Indonesia,Jakarta,,2356,,
Indonesia,Jakarta,,2717,,
Indonesia,Jakarta,,2743,,
Indonesia,Jakarta,,2728,,
Indonesia,Jakarta,,2914,,
Indonesia,Jakarta,,2667,,
Indonesia,Jakarta,,2548,,
Indonesia,Jakarta,,2891,,
Indonesia,Jakarta,,2830,,
Indonesia,Jakarta,,3407,,
Indonesia,Jakarta,,3011,,
Indonesia,Jakarta,,2859,,
Indonesia,Jakarta,,2578,,
Indonesia,Jakarta,,2618,,
Indonesia,Jakarta,,2559,,
Indonesia,Jakarta,,2550,,
Indonesia,Jakarta,,2495,,
Indonesia,Jakarta,,2496,,
Indonesia,Jakarta,,2655,,
Indonesia,Jakarta,,2644,,
Indonesia,Jakarta,,2520,,
Indonesia,Jakarta,,2672,,
Indonesia,Jakarta,,2361,,
Indonesia,Jakarta,,2586,,
Indonesia,Jakarta,,2257,,
Indonesia,Jakarta,,2400,,
Indonesia,Jakarta,,2450,,
Indonesia,Jakarta,,2603,,
Indonesia,Jakarta,,2951,,
Indonesia,Jakarta,,2936,,
Indonesia,Jakarta,,2684,,
Indonesia,Jakarta,,2710,,
Indonesia,Jakarta,,2461,,
Indonesia,Jakarta,,2700,,
Indonesia,Jakarta,,2728,,
Indonesia,Jakarta,,2685,,
Indonesia,Jakarta,,2423,,
Indonesia,Jakarta,,2379,,
Indonesia,Jakarta,,2663,,
Indonesia,Jakarta,,2391,,
Indonesia,Jakarta,,2787,,
Indonesia,Jakarta,,2563,,
Indonesia,Jakarta,,2525,,
Indonesia,Jakarta,,2885,,
Indonesia,Jakarta,,2592,,
Indonesia,Jakarta,,2842,,
Indonesia,Jakarta,,2446,,
Indonesia,Jakarta,,2743,,
Indonesia,Jakarta,,2611,,
Indonesia,Jakarta,,2306,,
Indonesia,Jakarta,,2682,,
Indonesia,Jakarta,,2567,,
Indonesia,Jakarta,,2690,,
Indonesia,Jakarta,,2356,,
Indonesia,Jakarta,,2392,,
Indonesia,Jakarta,,2321,,
Indonesia,Jakarta,,2216,,
Indonesia,Jakarta,,2380,,
Indonesia,Jakarta,,2364,,
Indonesia,Jakarta,,2252,,
Indonesia,Jakarta,,2151,,
Indonesia,Jakarta,,2190,,
Indonesia,Jakarta,,2224,,
Indonesia,Jakarta,,2248,,
Indonesia,Jakarta,,2340,,
Indonesia,Jakarta,,2166,,
Indonesia,Jakarta,,2424,,
Indonesia,Jakarta,,2291,,
Indonesia,Jakarta,,2157,,
Indonesia,Jakarta,,2543,,
Indonesia,Jakarta,,2526,,
Indonesia,Jakarta,,2461,,
Indonesia,Jakarta,,2428,,
Indonesia,Jakarta,,2390,,
Indonesia,Jakarta,,2279,,
Indonesia,Jakarta,,2399,,
Indonesia,Jakarta,,2110,,
Indonesia,Jakarta,,2205,,
Indonesia,Jakarta,,1972,,
Indonesia,Jakarta,,2338,,
Indonesia,Jakarta,,2337,,
Indonesia,Jakarta,,2524,,
Indonesia,Jakarta,,2235,,
Indonesia,Jakarta,,2444,,
Indonesia,Jakarta,,2328,,
Indonesia,Jakarta,,2299,,
Indonesia,Jakarta,,2335,,
Indonesia,Jakarta,,2202,,
Indonesia,Jakarta,,2430,,
Indonesia,Jakarta,,2263,,
Indonesia,Jakarta,,2285,,
Israel,,,4602,4755,-153
Israel,,,3880,4224,-344
Israel,,,3875,4206,-331
Israel,,,4890,,
Israel,,,4139,,
Israel,,,4398,,
Israel,,,3877,,
Israel,,,3855,,
Israel,,,3403,,
Israel,,,3522,,
Israel,,,3561,,
Israel,,,3460,,
Israel,,,3661,,
Israel,,,3728,,
Israel,,,4285,,
Israel,,,4566,,
Israel,,,3971,,
Israel,,,4039,,
Israel,,,3523,,
Israel,,,3647,,
Israel,,,3406,,
Israel,,,3555,,
Israel,,,3607,,
Israel,,,3475,,
Israel,,,3764,,
Israel,,,3742,,
Israel,,,4050,,
Israel,,,4971,,
Israel,,,4089,,
Israel,,,4144,,
Israel,,,3774,,
Israel,,,3581,,
Israel,,,3388,,
Israel,,,3473,,
Israel,,,3359,,
Israel,,,3296,,
Israel,,,3660,,
Israel,,,3647,,
Israel,,,4070,,
Israel,,,4435,,
Israel,,,4274,,
Israel,,,3768,,
Israel,,,3727,,
Israel,,,3461,,
Israel,,,3335,,
Israel,,,3369,,
Israel,,,3454,,
Israel,,,3312,,
Israel,,,3533,,
Israel,,,3689,,
Israel,,,4409,,
Israel,,,4619,,
Israel,,,4196,,
Israel,,,4229,,
Israel,,,3515,,
Israel,,,3568,,
Israel,,,3254,,
Israel,,,3369,,
Israel,,,3588,,
Israel,,,3377,,
Israel,,,3578,,
Israel,,,3650,,
Israel,,,4096,,
Italy,Bergamo,,1066,,
Italy,Bergamo,,901,,
Italy,Bergamo,,887,,
Italy,Bergamo,,974,1020,-46
Italy,Bergamo,,866,901,-35
Italy,Bergamo,,5919,887,5032
Italy,Milan,,3203,,
Italy,Milan,,2685,,
Italy,Milan,,2649,,
Italy,Milan,,2785,3203,-418
Italy,Milan,,2570,2685,-115
Italy,Milan,,5103,2649,2454
Italy,,,57517,60617,-3100
Italy,,,51780,53534,-1754
Italy,,,80623,54272,26351
Italy,,,64693,48409,16284
Italy,,,63717,,
Italy,,,53534,,
Italy,,,54272,,
Italy,,,48409,,
Japan,Tokyo,,12697,12775,-78
Japan,Tokyo,,9715,11129,-1414
Japan,Tokyo,,10694,10896,-202
Japan,Tokyo,,10107,9578,529
Japan,Tokyo,,12995,,
Japan,Tokyo,,10924,,
Japan,Tokyo,,10266,,
Japan,Tokyo,,9418,,
Japan,Tokyo,,10751,,
Japan,Tokyo,,8293,,
Japan,Tokyo,,9644,,
Japan,Tokyo,,9707,,
Japan,Tokyo,,9358,,
Japan,Tokyo,,10413,,
Japan,Tokyo,,9887,,
Japan,Tokyo,,10192,,
Japan,Tokyo,,12696,,
Japan,Tokyo,,10960,,
Japan,Tokyo,,10535,,
Japan,Tokyo,,8891,,
Japan,Tokyo,,10130,,
Japan,Tokyo,,8688,,
Japan,Tokyo,,9455,,
Japan,Tokyo,,10072,,
Japan,Tokyo,,8550,,
Japan,Tokyo,,10519,,
Japan,Tokyo,,10107,,
Japan,Tokyo,,9854,,
Japan,Tokyo,,12418,,
Japan,Tokyo,,10207,,
Japan,Tokyo,,10400,,
Japan,Tokyo,,9118,,
Japan,Tokyo,,9797,,
Japan,Tokyo,,8864,,
Japan,Tokyo,,8596,,
Japan,Tokyo,,9447,,
Japan,Tokyo,,8892,,
Japan,Tokyo,,9858,,
Japan,Tokyo,,9959,,
Japan,Tokyo,,10007,,
Japan,Tokyo,,10964,,
Japan,Tokyo,,10318,,
Japan,Tokyo,,10277,,
Japan,Tokyo,,8779,,
Japan,Tokyo,,9506,,
Japan,Tokyo,,8760,,
Japan,Tokyo,,8150,,
Japan,Tokyo,,9502,,
Japan,Tokyo,,8918,,
Japan,Tokyo,,9497,,
Japan,Tokyo,,10041,,
Japan,Tokyo,,9866,,
Japan,Tokyo,,8532,,
Japan,Tokyo,,9516,,
Japan,Tokyo,,9161,,
Japan,Tokyo,,9426,,
Mexico,Mexico_City,2016-01-17,1575,,
Mexico,Mexico_City,2016-01-24,1673,,
Mexico,Mexico_City,2016-01-31,1715,,
Mexico,Mexico_City,2016-02-07,1724,,
Mexico,Mexico_City,2016-02-14,1726,,
Mexico,Mexico_City,2016-02-21,1819,,
Mexico,Mexico_City,2016-02-28,1798,,
Mexico,Mexico_City,2016-03-06,1606,,
Mexico,Mexico_City,2016-03-13,1617,,
Mexico,Mexico_City,2016-03-20,1617,,
Mexico,Mexico_City,2016-03-27,1377,,
Mexico,Mexico_City,2016-04-03,1380,,
Mexico,Mexico_City,2016-04-10,1457,,
Mexico,Mexico_City,2016-04-17,1387,,
Mexico,Mexico_City,2016-04-24,1330,,
Mexico,Mexico_City,2016-05-01,1314,,
Mexico,Mexico_City,2016-05-08,1376,,
Mexico,Mexico_City,2016-05-15,1324,,
Mexico,Mexico_City,2016-05-22,1275,,
Mexico,Mexico_City,2016-05-29,1335,,
Mexico,Mexico_City,2016-06-05,1283,,
Mexico,Mexico_City,2016-06-12,1396,,
Mexico,Mexico_City,2016-06-19,1301,,
Mexico,Mexico_City,2016-06-26,1334,,
Mexico,Mexico_City,2016-07-03,1297,,
Mexico,Mexico_City,2016-07-10,1376,,
Mexico,Mexico_City,2016-07-17,1301,,
Mexico,Mexico_City,2016-07-24,1293,,
Mexico,Mexico_City,2016-07-31,1322,,
Mexico,Mexico_City,2016-08-07,1248,,
Mexico,Mexico_City,2016-08-14,1216,,
Mexico,Mexico_City,2016-08-21,1289,,
Mexico,Mexico_City,2016-08-28,1345,,
Mexico,Mexico_City,2016-09-04,1308,,
Mexico,Mexico_City,2016-09-11,1319,,
Mexico,Mexico_City,2016-09-18,1310,,
Mexico,Mexico_City,2016-09-25,1220,,
Mexico,Mexico_City,2016-10-02,1353,,
Mexico,Mexico_City,2016-10-09,1353,,
Mexico,Mexico_City,2016-10-16,1322,,
Mexico,Mexico_City,2016-10-23,1322,,
Mexico,Mexico_City,2016-10-30,1353,,
Mexico,Mexico_City,2016-11-06,1331,,
Mexico,Mexico_City,2016-11-13,1438,,
Mexico,Mexico_City,2016-11-20,1359,,
Mexico,Mexico_City,2016-11-27,1529,,
Mexico,Mexico_City,2016-12-04,1560,,
Mexico,Mexico_City,2016-12-11,1548,,
Mexico,Mexico_City,2016-12-18,1444,,
Mexico,Mexico_City,2016-12-25,1433,,
Mexico,Mexico_City,2017-01-15,1588,,
Mexico,Mexico_City,2017-01-22,1507,,
Mexico,Mexico_City,2017-01-29,1508,,
Mexico,Mexico_City,2017-02-05,1607,,
Mexico,Mexico_City,2017-02-12,1515,,
Mexico,Mexico_City,2017-02-19,1629,,
Mexico,Mexico_City,2017-02-26,1652,,
Mexico,Mexico_City,2017-03-05,1655,,
Mexico,Mexico_City,2017-03-12,1637,,
Mexico,Mexico_City,2017-03-19,1665,,
Mexico,Mexico_City,2017-03-26,1552,,
Mexico,Mexico_City,2017-04-02,1545,,
Mexico,Mexico_City,2017-04-09,1534,,
Mexico,Mexico_City,2017-04-16,1385,,
Mexico,Mexico_City,2017-04-23,1390,,
Mexico,Mexico_City,2017-04-30,1455,,
Mexico,Mexico_City,2017-05-07,1372,,
Mexico,Mexico_City,2017-05-14,1434,,
Mexico,Mexico_City,2017-05-21,1454,,
Mexico,Mexico_City,2017-05-28,1331,,
Mexico,Mexico_City,2017-06-04,1280,,
Mexico,Mexico_City,2017-06-11,1361,,
Mexico,Mexico_City,2017-06-18,1313,,
Mexico,Mexico_City,2017-06-25,1374,,
Mexico,Mexico_City,2017-07-02,1352,,
Mexico,Mexico_City,2017-07-09,1314,,
Mexico,Mexico_City,2017-07-16,1359,,
Mexico,Mexico_City,2017-07-23,1305,,
Mexico,Mexico_City,2017-07-30,1390,,
Mexico,Mexico_City,2017-08-06,1400,,
Mexico,Mexico_City,2017-08-13,1299,,
Mexico,Mexico_City,2017-08-20,1293,,
Mexico,Mexico_City,2017-08-27,1276,,
Mexico,Mexico_City,2017-09-03,1350,,
Mexico,Mexico_City,2017-09-10,1422,,
Mexico,Mexico_City,2017-09-17,1481,,
Mexico,Mexico_City,2017-09-24,1570,,
Mexico,Mexico_City,2017-10-01,1341,,
Mexico,Mexico_City,2017-10-08,1367,,
Mexico,Mexico_City,2017-10-15,1317,,
Mexico,Mexico_City,2017-10-22,1384,,
Mexico,Mexico_City,2017-10-29,1397,,
Mexico,Mexico_City,2017-11-05,1363,,
Mexico,Mexico_City,2017-11-12,1409,,
Mexico,Mexico_City,2017-11-19,1423,,
Mexico,Mexico_City,2017-11-26,1384,,
Mexico,Mexico_City,2017-12-03,1492,,
Mexico,Mexico_City,2017-12-10,1537,,
Mexico,Mexico_City,2017-12-17,1659,,
Mexico,Mexico_City,2017-12-24,1634,,
Mexico,Mexico_City,2018-01-14,1771,,
Mexico,Mexico_City,2018-01-21,1914,,
Mexico,Mexico_City,2018-01-28,1850,,
Mexico,Mexico_City,2018-02-04,1790,,
Mexico,Mexico_City,2018-02-11,1748,,
Mexico,Mexico_City,2018-02-18,1581,,
Mexico,Mexico_City,2018-02-25,1657,,
Mexico,Mexico_City,2018-03-04,1575,,
Mexico,Mexico_City,2018-03-11,1410,,
Mexico,Mexico_City,2018-03-18,1457,,
Mexico,Mexico_City,2018-03-25,1393,,
Mexico,Mexico_City,2018-04-01,1350,,
Mexico,Mexico_City,2018-04-08,1415,,
Mexico,Mexico_City,2018-04-15,1403,,
Mexico,Mexico_City,2018-04-22,1357,,
Mexico,Mexico_City,2018-04-29,1377,,
Mexico,Mexico_City,2018-05-06,1389,,
Mexico,Mexico_City,2018-05-13,1401,,
Mexico,Mexico_City,2018-05-20,1408,,
Mexico,Mexico_City,2018-05-27,1317,,
Mexico,Mexico_City,2018-06-03,1416,,
Mexico,Mexico_City,2018-06-10,1386,,
Mexico,Mexico_City,2018-06-17,1333,,
Mexico,Mexico_City,2018-06-24,1399,,
Mexico,Mexico_City,2018-07-01,1386,,
Mexico,Mexico_City,2018-07-08,1286,,
Mexico,Mexico_City,2018-07-15,1366,,
Mexico,Mexico_City,2018-07-22,1369,,
Mexico,Mexico_City,2018-07-29,1361,,
Mexico,Mexico_City,2018-08-05,1315,,
Mexico,Mexico_City,2018-08-12,1397,,
Mexico,Mexico_City,2018-08-19,1369,,
Mexico,Mexico_City,2018-08-26,1319,,
Mexico,Mexico_City,2018-09-02,1324,,
Mexico,Mexico_City,2018-09-09,1399,,
Mexico,Mexico_City,2018-09-16,1393,,
Mexico,Mexico_City,2018-09-23,1397,,
Mexico,Mexico_City,2018-09-30,1354,,
Mexico,Mexico_City,2018-10-07,1323,,
Mexico,Mexico_City,2018-10-14,1441,,
Mexico,Mexico_City,2018-10-21,1403,,
Mexico,Mexico_City,2018-10-28,1495,,
Mexico,Mexico_City,2018-11-04,1420,,
Mexico,Mexico_City,2018-11-11,1455,,
Mexico,Mexico_City,2018-11-18,1519,,
Mexico,Mexico_City,2018-11-25,1538,,
Mexico,Mexico_City,2018-12-02,1563,,
Mexico,Mexico_City,2018-12-09,1608,,
Mexico,Mexico_City,2018-12-16,1556,,
Mexico,Mexico_City,2018-12-23,1708,,
Mexico,Mexico_City,2019-03-17,1495,,
Mexico,Mexico_City,2019-03-24,1484,,
Mexico,Mexico_City,2019-03-31,1519,,
Mexico,Mexico_City,2019-04-07,1466,,
Mexico,Mexico_City,2019-04-14,1489,,
Mexico,Mexico_City,2019-04-21,1468,,
Mexico,Mexico_City,2019-04-28,1377,,
Mexico,Mexico_City,2019-05-05,1379,,
Mexico,Mexico_City,2019-05-12,1463,,
Mexico,Mexico_City,2019-05-19,1430,,
Mexico,Mexico_City,2019-05-26,1430,,
Mexico,Mexico_City,2019-06-02,1437,,
Mexico,Mexico_City,2019-06-09,1315,,
Mexico,Mexico_City,2020-03-15,1550,1558,-8
Mexico,Mexico_City,2020-03-22,1407,1452,-45
Mexico,Mexico_City,2020-03-29,1499,1449,50
Mexico,Mexico_City,2020-04-05,1491,1468,23
Mexico,Mexico_City,2020-04-12,1624,1416,208
Mexico,Mexico_City,2020-04-19,1828,1386,442
Mexico,Mexico_City,2020-04-26,2475,1381,1094
Mexico,Mexico_City,2020-05-03,3508,1379,2129
Mexico,Mexico_City,2020-05-10,4127,1406,2721
Mexico,Mexico_City,2020-05-17,4188,1392,2796
Mexico,Mexico_City,2020-05-24,4313,1353,2960
Mexico,Mexico_City,2020-05-31,3840,1354,2486
Mexico,Mexico_City,2020-06-07,3815,1364,2451
Netherlands,,2020-01-12,3364,3327,37
